split,scene_id,observation_index,side_m,visible_neighbours,occupied_cells,multi_neighbour_cells
train,35,4,8.0,22,8,6
train,35,5,2.0,1,1,0
train,35,5,4.0,9,7,2
train,35,5,8.0,22,8,6
train,35,6,2.0,0,0,0
train,35,6,4.0,9,5,3
train,35,6,8.0,23,8,7
train,35,7,2.0,0,0,0
train,35,7,4.0,8,5,3
train,35,7,8.0,23,8,7
train,36,0,2.0,5,5,0
train,36,0,4.0,15,10,5
train,36,0,8.0,44,15,11
train,36,1,2.0,5,5,0
train,36,1,4.0,15,10,5
train,36,1,8.0,42,14,11
train,36,2,2.0,4,4,0
train,36,2,4.0,14,11,3
train,36,2,8.0,43,14,12
train,36,3,2.0,4,4,0
train,36,3,4.0,16,13,3
train,36,3,8.0,43,14,12
train,36,4,2.0,3,3,0
train,36,4,4.0,17,13,4
train,36,4,8.0,42,13,12
train,36,5,2.0,4,4,0
train,36,5,4.0,17,14,3
train,36,5,8.0,42,14,12
train,36,6,2.0,4,4,0
train,36,6,4.0,18,13,3
train,36,6,8.0,42,15,11
train,36,7,2.0,3,3,0
train,36,7,4.0,17,10,7
train,36,7,8.0,42,15,11
train,37,0,2.0,5,5,0
train,37,0,4.0,13,9,4
train,37,0,8.0,40,13,11
train,37,1,2.0,5,5,0
train,37,1,4.0,14,11,3
train,37,1,8.0,42,15,11
train,37,2,2.0,5,5,0
train,37,2,4.0,16,12,4
train,37,2,8.0,41,15,12
train,37,3,2.0,5,5,0
train,37,3,4.0,16,12,4
train,37,3,8.0,39,15,11
train,37,4,2.0,6,6,0
train,37,4,4.0,16,12,4
train,37,4,8.0,38,15,11
train,37,5,2.0,7,7,0
train,37,5,4.0,16,10,4
train,37,5,8.0,38,14,11
train,37,6,2.0,7,7,0
train,37,6,4.0,17,11,4
train,37,6,8.0,40,14,10
train,37,7,2.0,5,5,0
train,37,7,4.0,18,12,6
train,37,7,8.0,40,14,10
train,38,0,2.0,0,0,0
train,38,0,4.0,6,6,0
train,38,0,8.0,25,11,6
train,38,1,2.0,0,0,0
train,38,1,4.0,5,5,0
train,38,1,8.0,24,11,5
train,38,2,2.0,0,0,0
train,38,2,4.0,6,5,1
train,38,2,8.0,22,11,5
train,38,3,2.0,0,0,0
train,38,3,4.0,7,6,1
train,38,3,8.0,23,11,6
train,38,4,2.0,0,0,0
train,38,4,4.0,7,7,0
train,38,4,8.0,24,9,8
train,38,5,2.0,0,0,0
train,38,5,4.0,7,6,1
train,38,5,8.0,23,9,8
train,38,6,2.0,2,2,0
train,38,6,4.0,6,5,1
train,38,6,8.0,23,9,8
train,38,7,2.0,1,1,0
train,38,7,4.0,6,5,1
train,38,7,8.0,22,9,6
train,39,0,2.0,0,0,0
train,39,0,4.0,8,7,1
train,39,0,8.0,22,9,7
train,39,1,2.0,0,0,0
train,39,1,4.0,5,4,1
train,39,1,8.0,22,9,6
train,39,2,2.0,0,0,0
train,39,2,4.0,5,4,1
train,39,2,8.0,21,8,6
train,39,3,2.0,0,0,0
train,39,3,4.0,3,3,0
train,39,3,8.0,22,8,6
train,39,4,2.0,0,0,0
train,39,4,4.0,3,3,0
train,39,4,8.0,22,8,6
train,39,5,2.0,1,1,0
train,39,5,4.0,3,2,1
train,39,5,8.0,22,9,6
train,39,6,2.0,1,1,0
train,39,6,4.0,3,2,1
train,39,6,8.0,22,9,5
train,39,7,2.0,1,1,0
train,39,7,4.0,2,2,0
train,39,7,8.0,19,8,6
train,40,0,2.0,2,2,0
train,40,0,4.0,17,10,4
train,40,0,8.0,43,15,11
train,40,1,2.0,4,4,0
train,40,1,4.0,16,11,3
train,40,1,8.0,43,15,11
train,40,2,2.0,4,4,0
train,40,2,4.0,16,11,3
train,40,2,8.0,42,14,11
train,40,3,2.0,4,4,0
train,40,3,4.0,16,12,3
train,40,3,8.0,42,14,11
train,40,4,2.0,6,6,0
train,40,4,4.0,16,11,3
train,40,4,8.0,44,15,11
train,40,5,2.0,5,5,0
train,40,5,4.0,15,11,3
train,40,5,8.0,42,15,9
train,40,6,2.0,5,5,0
train,40,6,4.0,14,10,3
train,40,6,8.0,42,15,9
train,40,7,2.0,5,5,0
train,40,7,4.0,14,9,4
train,40,7,8.0,41,14,11
train,41,0,2.0,6,5,1
train,41,0,4.0,18,12,5
train,41,0,8.0,40,15,9
train,41,1,2.0,5,5,0
train,41,1,4.0,20,12,6
train,41,1,8.0,40,15,9
train,41,2,2.0,5,5,0
train,41,2,4.0,18,13,4
train,41,2,8.0,39,15,11
train,41,3,2.0,5,5,0
train,41,3,4.0,20,14,6
train,41,3,8.0,39,14,11
train,41,4,2.0,4,4,0
train,41,4,4.0,20,14,4
train,41,4,8.0,37,14,10
train,41,5,2.0,4,4,0
train,41,5,4.0,20,14,3
train,41,5,8.0,37,13,9
train,41,6,2.0,6,6,0
train,41,6,4.0,20,12,5
train,41,6,8.0,37,14,9
train,41,7,2.0,6,6,0
train,41,7,4.0,20,11,6
train,41,7,8.0,37,14,10
train,42,0,2.0,1,1,0
train,42,0,4.0,6,6,0
train,42,0,8.0,23,9,7
train,42,1,2.0,1,1,0
train,42,1,4.0,6,6,0
train,42,1,8.0,22,9,7
train,42,2,2.0,2,2,0
train,42,2,4.0,5,5,0
train,42,2,8.0,22,9,7
train,42,3,2.0,2,2,0
train,42,3,4.0,4,4,0
train,42,3,8.0,23,10,7
train,42,4,2.0,1,1,0
train,42,4,4.0,3,3,0
train,42,4,8.0,24,10,6
train,42,5,2.0,2,2,0
train,42,5,4.0,3,3,0
train,42,5,8.0,23,10,6
train,42,6,2.0,2,2,0
train,42,6,4.0,3,3,0
train,42,6,8.0,22,10,5
train,42,7,2.0,2,2,0
train,42,7,4.0,3,3,0
train,42,7,8.0,22,9,6
train,43,0,2.0,1,1,0
train,43,0,4.0,1,1,0
train,43,0,8.0,17,8,4
train,43,1,2.0,0,0,0
train,43,1,4.0,1,1,0
train,43,1,8.0,17,8,4
train,43,2,2.0,0,0,0
train,43,2,4.0,1,1,0
train,43,2,8.0,17,7,4
train,43,3,2.0,0,0,0
train,43,3,4.0,1,1,0
train,43,3,8.0,17,6,5
train,43,4,2.0,0,0,0
train,43,4,4.0,1,1,0
train,43,4,8.0,13,6,4
train,43,5,2.0,0,0,0
train,43,5,4.0,0,0,0
train,43,5,8.0,14,6,5
train,43,6,2.0,0,0,0
train,43,6,4.0,0,0,0
train,43,6,8.0,13,6,4
train,43,7,2.0,0,0,0
train,43,7,4.0,0,0,0
train,43,7,8.0,11,5,4
train,44,0,2.0,5,5,0
train,44,0,4.0,13,10,3
train,44,0,8.0,41,14,11
train,44,1,2.0,4,4,0
train,44,1,4.0,12,9,3
train,44,1,8.0,40,13,10
train,44,2,2.0,4,4,0
train,44,2,4.0,12,9,3
train,44,2,8.0,39,13,9
train,44,3,2.0,3,3,0
train,44,3,4.0,12,8,3
train,44,3,8.0,38,13,9
train,44,4,2.0,2,2,0
train,44,4,4.0,11,7,3
train,44,4,8.0,35,12,8
train,44,5,2.0,2,2,0
train,44,5,4.0,11,7,3
train,44,5,8.0,34,11,8
train,44,6,2.0,2,2,0
train,44,6,4.0,11,6,3
train,44,6,8.0,34,12,6
train,44,7,2.0,2,2,0
train,44,7,4.0,11,6,3
train,44,7,8.0,33,11,6
train,45,0,2.0,6,5,1
train,45,0,4.0,20,11,6
train,45,0,8.0,37,14,10
train,45,1,2.0,6,6,0
train,45,1,4.0,20,11,6
train,45,1,8.0,37,14,10
train,45,2,2.0,6,6,0
train,45,2,4.0,21,10,6
train,45,2,8.0,36,12,9
train,45,3,2.0,7,7,0
train,45,3,4.0,21,11,8
train,45,3,8.0,35,11,8
train,45,4,2.0,7,7,0
train,45,4,4.0,19,10,7
train,45,4,8.0,35,12,8
train,45,5,2.0,6,6,0
train,45,5,4.0,19,10,8
train,45,5,8.0,35,13,7
train,45,6,2.0,6,6,0
train,45,6,4.0,18,11,4
train,45,6,8.0,35,13,10
train,45,7,2.0,7,7,0
train,45,7,4.0,16,10,5
train,45,7,8.0,35,13,9
train,46,0,2.0,2,2,0
train,46,0,4.0,3,3,0
train,46,0,8.0,22,9,6
train,46,1,2.0,2,2,0
train,46,1,4.0,4,4,0
train,46,1,8.0,21,11,4
train,46,2,2.0,2,2,0
train,46,2,4.0,4,4,0
train,46,2,8.0,20,12,3
train,46,3,2.0,0,0,0
train,46,3,4.0,4,4,0
train,46,3,8.0,19,10,4
train,46,4,2.0,0,0,0
train,46,4,4.0,4,4,0
train,46,4,8.0,19,11,3
train,46,5,2.0,0,0,0
train,46,5,4.0,5,5,0
train,46,5,8.0,19,10,4
train,46,6,2.0,0,0,0
train,46,6,4.0,5,5,0
train,46,6,8.0,19,9,5
train,46,7,2.0,1,1,0
train,46,7,4.0,4,4,0
train,46,7,8.0,19,9,5
train,47,0,2.0,0,0,0
train,47,0,4.0,0,0,0
train,47,0,8.0,8,5,2
train,47,1,2.0,0,0,0
train,47,1,4.0,0,0,0
train,47,1,8.0,6,4,1
train,47,2,2.0,0,0,0
train,47,2,4.0,0,0,0
train,47,2,8.0,6,4,1
train,47,3,2.0,0,0,0
train,47,3,4.0,0,0,0
train,47,3,8.0,6,3,2
train,47,4,2.0,0,0,0
train,47,4,4.0,1,1,0
train,47,4,8.0,7,5,2
train,47,5,2.0,0,0,0
train,47,5,4.0,1,1,0
train,47,5,8.0,7,6,1
train,47,6,2.0,0,0,0
train,47,6,4.0,1,1,0
train,47,6,8.0,7,6,1
train,47,7,2.0,0,0,0
train,47,7,4.0,1,1,0
train,47,7,8.0,7,6,1
train,48,0,2.0,2,2,0
train,48,0,4.0,10,6,3
train,48,0,8.0,32,11,6
train,48,1,2.0,2,2,0
train,48,1,4.0,8,6,2
train,48,1,8.0,30,10,5
train,48,2,2.0,2,2,0
train,48,2,4.0,8,7,1
train,48,2,8.0,28,9,6
train,48,3,2.0,1,1,0
train,48,3,4.0,8,6,2
train,48,3,8.0,27,10,5
train,48,4,2.0,0,0,0
train,48,4,4.0,7,5,2
train,48,4,8.0,27,11,5
train,48,5,2.0,0,0,0
train,48,5,4.0,7,5,2
train,48,5,8.0,26,11,5
train,48,6,2.0,0,0,0
train,48,6,4.0,7,5,2
train,48,6,8.0,25,11,5
train,48,7,2.0,0,0,0
train,48,7,4.0,6,5,1
train,48,7,8.0,23,10,4
train,49,0,2.0,7,7,0
train,49,0,4.0,17,10,5
train,49,0,8.0,34,14,7
train,49,1,2.0,6,6,0
train,49,1,4.0,15,9,5
train,49,1,8.0,33,13,8
train,49,2,2.0,6,6,0
train,49,2,4.0,13,9,3
train,49,2,8.0,31,11,8
train,49,3,2.0,6,6,0
train,49,3,4.0,13,9,3
train,49,3,8.0,31,11,9
train,49,4,2.0,6,6,0
train,49,4,4.0,13,9,4
train,49,4,8.0,31,12,7
train,49,5,2.0,5,4,1
train,49,5,4.0,12,7,3
train,49,5,8.0,30,11,6
train,49,6,2.0,4,4,0
train,49,6,4.0,12,7,3
train,49,6,8.0,30,10,6
train,49,7,2.0,4,4,0
train,49,7,4.0,12,8,2
train,49,7,8.0,29,9,7
train,50,0,2.0,1,1,0
train,50,0,4.0,4,4,0
train,50,0,8.0,19,10,5
train,50,1,2.0,1,1,0
train,50,1,4.0,3,3,0
train,50,1,8.0,19,9,6
train,50,2,2.0,0,0,0
train,50,2,4.0,3,2,1
train,50,2,8.0,19,10,6
train,50,3,2.0,0,0,0
train,50,3,4.0,2,2,0
train,50,3,8.0,19,12,5
train,50,4,2.0,0,0,0
train,50,4,4.0,2,2,0
train,50,4,8.0,20,11,5
train,50,5,2.0,0,0,0
train,50,5,4.0,2,2,0
train,50,5,8.0,19,11,4
train,50,6,2.0,0,0,0
train,50,6,4.0,1,1,0
train,50,6,8.0,20,9,6
train,50,7,2.0,0,0,0
train,50,7,4.0,1,1,0
train,50,7,8.0,19,10,4
train,51,0,2.0,1,1,0
train,51,0,4.0,1,1,0
train,51,0,8.0,7,6,1
train,51,1,2.0,1,1,0
train,51,1,4.0,1,1,0
train,51,1,8.0,7,6,1
train,51,2,2.0,1,1,0
train,51,2,4.0,1,1,0
train,51,2,8.0,7,6,1
train,51,3,2.0,1,1,0
train,51,3,4.0,2,2,0
train,51,3,8.0,7,7,0
train,51,4,2.0,1,1,0
train,51,4,4.0,2,2,0
train,51,4,8.0,7,6,1
train,51,5,2.0,1,1,0
train,51,5,4.0,3,3,0
train,51,5,8.0,7,6,1
train,51,6,2.0,0,0,0
train,51,6,4.0,3,3,0
train,51,6,8.0,7,6,1
train,51,7,2.0,1,1,0
train,51,7,4.0,4,4,0
train,51,7,8.0,7,6,1
train,52,0,2.0,0,0,0
train,52,0,4.0,5,4,1
train,52,0,8.0,22,10,3
train,52,1,2.0,0,0,0
train,52,1,4.0,6,5,1
train,52,1,8.0,20,8,4
train,52,2,2.0,0,0,0
train,52,2,4.0,5,4,1
train,52,2,8.0,20,8,3
train,52,3,2.0,0,0,0
train,52,3,4.0,4,4,0
train,52,3,8.0,18,9,3
train,52,4,2.0,0,0,0
train,52,4,4.0,3,3,0
train,52,4,8.0,18,8,4
train,52,5,2.0,0,0,0
train,52,5,4.0,2,2,0
train,52,5,8.0,15,9,4
train,52,6,2.0,0,0,0
train,52,6,4.0,2,2,0
train,52,6,8.0,15,9,5
train,52,7,2.0,0,0,0
train,52,7,4.0,2,2,0
train,52,7,8.0,14,9,4
train,53,0,2.0,3,3,0
train,53,0,4.0,11,7,3
train,53,0,8.0,29,9,6
train,53,1,2.0,3,3,0
train,53,1,4.0,11,7,3
train,53,1,8.0,29,9,6
train,53,2,2.0,2,2,0
train,53,2,4.0,11,5,3
train,53,2,8.0,27,10,5
train,53,3,2.0,2,2,0
train,53,3,4.0,9,6,2
train,53,3,8.0,27,10,5
train,53,4,2.0,2,2,0
train,53,4,4.0,9,7,1
train,53,4,8.0,26,10,5
train,53,5,2.0,1,1,0
train,53,5,4.0,8,5,2
train,53,5,8.0,24,9,5
train,53,6,2.0,1,1,0
train,53,6,4.0,7,5,1
train,53,6,8.0,24,9,6
train,53,7,2.0,1,1,0
train,53,7,4.0,6,5,1
train,53,7,8.0,20,9,5
train,54,0,2.0,0,0,0
train,54,0,4.0,1,1,0
train,54,0,8.0,19,10,4
train,54,1,2.0,0,0,0
train,54,1,4.0,2,2,0
train,54,1,8.0,19,10,3
train,54,2,2.0,0,0,0
train,54,2,4.0,2,2,0
train,54,2,8.0,18,9,3
train,54,3,2.0,0,0,0
train,54,3,4.0,2,2,0
train,54,3,8.0,17,9,4
train,54,4,2.0,0,0,0
train,54,4,4.0,1,1,0
train,54,4,8.0,15,7,4
train,54,5,2.0,0,0,0
train,54,5,4.0,1,1,0
train,54,5,8.0,13,6,4
train,54,6,2.0,0,0,0
train,54,6,4.0,1,1,0
train,54,6,8.0,13,6,4
train,54,7,2.0,1,1,0
train,54,7,4.0,1,1,0
train,54,7,8.0,11,6,4
train,55,0,2.0,0,0,0
train,55,0,4.0,5,5,0
train,55,0,8.0,7,5,1
train,55,1,2.0,0,0,0
train,55,1,4.0,5,5,0
train,55,1,8.0,7,5,1
train,55,2,2.0,0,0,0
train,55,2,4.0,3,3,0
train,55,2,8.0,7,7,0
train,55,3,2.0,0,0,0
train,55,3,4.0,3,3,0
train,55,3,8.0,7,6,1
train,55,4,2.0,0,0,0
train,55,4,4.0,3,3,0
train,55,4,8.0,7,6,1
train,55,5,2.0,0,0,0
train,55,5,4.0,3,3,0
train,55,5,8.0,7,6,1
train,55,6,2.0,0,0,0
train,55,6,4.0,3,2,1
train,55,6,8.0,7,6,1
train,55,7,2.0,0,0,0
train,55,7,4.0,3,2,1
train,55,7,8.0,6,5,1
val,56,0,2.0,0,0,0
val,56,0,4.0,2,2,0
val,56,0,8.0,8,5,3
val,56,1,2.0,0,0,0
val,56,1,4.0,2,2,0
val,56,1,8.0,7,5,2
val,56,2,2.0,0,0,0
val,56,2,4.0,1,1,0
val,56,2,8.0,7,5,2
val,56,3,2.0,0,0,0
val,56,3,4.0,1,1,0
val,56,3,8.0,7,5,2
val,56,4,2.0,0,0,0
val,56,4,4.0,1,1,0
val,56,4,8.0,7,5,2
val,56,5,2.0,0,0,0
val,56,5,4.0,1,1,0
val,56,5,8.0,7,5,2
val,56,6,2.0,0,0,0
val,56,6,4.0,2,2,0
val,56,6,8.0,7,7,0
val,56,7,2.0,0,0,0
val,56,7,4.0,2,2,0
val,56,7,8.0,7,7,0
val,57,0,2.0,0,0,0
val,57,0,4.0,2,2,0
val,57,0,8.0,6,6,0
val,57,1,2.0,0,0,0
val,57,1,4.0,2,2,0
val,57,1,8.0,8,7,1
val,57,2,2.0,0,0,0
val,57,2,4.0,2,2,0
val,57,2,8.0,8,7,1
val,57,3,2.0,0,0,0
val,57,3,4.0,3,3,0
val,57,3,8.0,8,6,2
val,57,4,2.0,0,0,0
val,57,4,4.0,2,2,0
val,57,4,8.0,8,5,3
val,57,5,2.0,0,0,0
val,57,5,4.0,2,2,0
val,57,5,8.0,9,6,3
val,57,6,2.0,0,0,0
val,57,6,4.0,2,2,0
val,57,6,8.0,10,7,3
val,57,7,2.0,0,0,0
val,57,7,4.0,2,2,0
val,57,7,8.0,10,8,2
val,58,0,2.0,1,1,0
val,58,0,4.0,1,1,0
val,58,0,8.0,6,6,0
val,58,1,2.0,1,1,0
val,58,1,4.0,1,1,0
val,58,1,8.0,8,6,2
val,58,2,2.0,1,1,0
val,58,2,4.0,1,1,0
val,58,2,8.0,8,6,2
val,58,3,2.0,1,1,0
val,58,3,4.0,1,1,0
val,58,3,8.0,8,6,2
val,58,4,2.0,1,1,0
val,58,4,4.0,1,1,0
val,58,4,8.0,8,6,2
val,58,5,2.0,1,1,0
val,58,5,4.0,1,1,0
val,58,5,8.0,8,6,2
val,58,6,2.0,1,1,0
val,58,6,4.0,1,1,0
val,58,6,8.0,8,7,1
val,58,7,2.0,1,1,0
val,58,7,4.0,1,1,0
val,58,7,8.0,8,7,1
val,59,0,2.0,0,0,0
val,59,0,4.0,1,1,0
val,59,0,8.0,4,3,1
val,59,1,2.0,0,0,0
val,59,1,4.0,1,1,0
val,59,1,8.0,5,4,1
val,59,2,2.0,0,0,0
val,59,2,4.0,1,1,0
val,59,2,8.0,5,4,1
val,59,3,2.0,0,0,0
val,59,3,4.0,1,1,0
val,59,3,8.0,5,4,1
val,59,4,2.0,0,0,0
val,59,4,4.0,1,1,0
val,59,4,8.0,5,4,1
val,59,5,2.0,1,1,0
val,59,5,4.0,1,1,0
val,59,5,8.0,6,4,2
val,59,6,2.0,1,1,0
val,59,6,4.0,2,2,0
val,59,6,8.0,6,5,1
val,59,7,2.0,1,1,0
val,59,7,4.0,2,2,0
val,59,7,8.0,6,5,1
val,60,0,2.0,0,0,0
val,60,0,4.0,2,2,0
val,60,0,8.0,7,7,0
val,60,1,2.0,0,0,0
val,60,1,4.0,2,2,0
val,60,1,8.0,7,6,1
val,60,2,2.0,0,0,0
val,60,2,4.0,3,3,0
val,60,2,8.0,7,6,1
val,60,3,2.0,0,0,0
val,60,3,4.0,3,2,1
val,60,3,8.0,7,6,1
val,60,4,2.0,0,0,0
val,60,4,4.0,2,2,0
val,60,4,8.0,7,5,2
val,60,5,2.0,0,0,0
val,60,5,4.0,3,3,0
val,60,5,8.0,7,5,2
val,60,6,2.0,0,0,0
val,60,6,4.0,3,3,0
val,60,6,8.0,7,5,2
val,60,7,2.0,0,0,0
val,60,7,4.0,3,3,0
val,60,7,8.0,7,5,2
val,61,0,2.0,0,0,0
val,61,0,4.0,2,2,0
val,61,0,8.0,10,8,2
val,61,1,2.0,0,0,0
val,61,1,4.0,2,2,0
val,61,1,8.0,10,8,2
val,61,2,2.0,1,1,0
val,61,2,4.0,2,2,0
val,61,2,8.0,10,8,2
val,61,3,2.0,1,1,0
val,61,3,4.0,2,2,0
val,61,3,8.0,10,8,2
val,61,4,2.0,1,1,0
val,61,4,4.0,2,2,0
val,61,4,8.0,10,7,3
val,61,5,2.0,1,1,0
val,61,5,4.0,2,2,0
val,61,5,8.0,10,7,3
val,61,6,2.0,1,1,0
val,61,6,4.0,2,2,0
val,61,6,8.0,10,7,3
val,61,7,2.0,1,1,0
val,61,7,4.0,2,2,0
val,61,7,8.0,10,6,4
val,62,0,2.0,1,1,0
val,62,0,4.0,1,1,0
val,62,0,8.0,8,6,2
val,62,1,2.0,0,0,0
val,62,1,4.0,1,1,0
val,62,1,8.0,8,6,2
val,62,2,2.0,0,0,0
val,62,2,4.0,1,1,0
val,62,2,8.0,8,6,2
val,62,3,2.0,0,0,0
val,62,3,4.0,1,1,0
val,62,3,8.0,8,6,2
val,62,4,2.0,0,0,0
val,62,4,4.0,1,1,0
val,62,4,8.0,8,6,2
val,62,5,2.0,0,0,0
val,62,5,4.0,1,1,0
val,62,5,8.0,9,6,2
val,62,6,2.0,0,0,0
val,62,6,4.0,1,1,0
val,62,6,8.0,9,6,3
val,62,7,2.0,0,0,0
val,62,7,4.0,0,0,0
val,62,7,8.0,8,5,3
val,63,0,2.0,1,1,0
val,63,0,4.0,2,2,0
val,63,0,8.0,6,5,1
val,63,1,2.0,1,1,0
val,63,1,4.0,2,2,0
val,63,1,8.0,6,5,1
val,63,2,2.0,1,1,0
val,63,2,4.0,2,2,0
val,63,2,8.0,6,5,1
val,63,3,2.0,1,1,0
val,63,3,4.0,2,2,0
val,63,3,8.0,6,6,0
val,63,4,2.0,1,1,0
val,63,4,4.0,2,2,0
val,63,4,8.0,6,6,0
val,63,5,2.0,1,1,0
val,63,5,4.0,2,2,0
val,63,5,8.0,6,6,0
val,63,6,2.0,1,1,0
val,63,6,4.0,2,2,0
val,63,6,8.0,6,5,1
val,63,7,2.0,1,1,0
val,63,7,4.0,2,2,0
val,63,7,8.0,6,5,1
val,64,0,2.0,0,0,0
val,64,0,4.0,3,3,0
val,64,0,8.0,7,5,2
val,64,1,2.0,0,0,0
val,64,1,4.0,3,3,0
val,64,1,8.0,7,5,2
val,64,2,2.0,0,0,0
val,64,2,4.0,3,3,0
val,64,2,8.0,7,5,2
val,64,3,2.0,0,0,0
val,64,3,4.0,3,3,0
val,64,3,8.0,7,5,2
val,64,4,2.0,0,0,0
val,64,4,4.0,3,3,0
val,64,4,8.0,7,5,2
val,64,5,2.0,1,1,0
val,64,5,4.0,3,3,0
val,64,5,8.0,7,5,2
val,64,6,2.0,1,1,0
val,64,6,4.0,3,3,0
val,64,6,8.0,7,6,1
val,64,7,2.0,1,1,0
val,64,7,4.0,4,4,0
val,64,7,8.0,8,6,2
val,65,0,2.0,1,1,0
val,65,0,4.0,2,2,0
val,65,0,8.0,9,6,3
val,65,1,2.0,1,1,0
val,65,1,4.0,2,2,0
val,65,1,8.0,8,5,3
val,65,2,2.0,1,1,0
val,65,2,4.0,2,2,0
val,65,2,8.0,8,6,2
val,65,3,2.0,1,1,0
val,65,3,4.0,2,2,0
val,65,3,8.0,8,6,2
val,65,4,2.0,1,1,0
val,65,4,4.0,2,2,0
val,65,4,8.0,9,6,2
val,65,5,2.0,1,1,0
val,65,5,4.0,2,2,0
val,65,5,8.0,9,6,2
val,65,6,2.0,1,1,0
val,65,6,4.0,2,2,0
val,65,6,8.0,9,6,2
val,65,7,2.0,0,0,0
val,65,7,4.0,3,3,0
val,65,7,8.0,9,5,3
val,66,0,2.0,0,0,0
val,66,0,4.0,0,0,0
val,66,0,8.0,8,5,3
val,66,1,2.0,0,0,0
val,66,1,4.0,0,0,0
val,66,1,8.0,8,5,3
val,66,2,2.0,0,0,0
val,66,2,4.0,1,1,0
val,66,2,8.0,8,6,2
val,66,3,2.0,0,0,0
val,66,3,4.0,2,2,0
val,66,3,8.0,8,7,1
val,66,4,2.0,0,0,0
val,66,4,4.0,3,3,0
val,66,4,8.0,7,6,1
val,66,5,2.0,0,0,0
val,66,5,4.0,4,4,0
val,66,5,8.0,7,5,2
val,66,6,2.0,0,0,0
val,66,6,4.0,4,4,0
val,66,6,8.0,8,5,3
val,66,7,2.0,0,0,0
val,66,7,4.0,4,3,1
val,66,7,8.0,8,5,3
val,67,0,2.0,1,1,0
val,67,0,4.0,2,2,0
val,67,0,8.0,6,5,1
val,67,1,2.0,1,1,0
val,67,1,4.0,2,2,0
val,67,1,8.0,6,5,1
val,67,2,2.0,1,1,0
val,67,2,4.0,3,3,0
val,67,2,8.0,6,5,1
val,67,3,2.0,1,1,0
val,67,3,4.0,4,4,0
val,67,3,8.0,6,5,1
val,67,4,2.0,1,1,0
val,67,4,4.0,4,4,0
val,67,4,8.0,6,5,1
val,67,5,2.0,1,1,0
val,67,5,4.0,4,4,0
val,67,5,8.0,6,5,1
val,67,6,2.0,1,1,0
val,67,6,4.0,4,4,0
val,67,6,8.0,6,5,1
val,67,7,2.0,0,0,0
val,67,7,4.0,4,3,1
val,67,7,8.0,6,5,1
test,68,0,2.0,0,0,0
test,68,0,4.0,4,3,1
test,68,0,8.0,8,6,2
test,68,1,2.0,0,0,0
test,68,1,4.0,4,3,1
test,68,1,8.0,8,6,2
test,68,2,2.0,0,0,0
test,68,2,4.0,4,3,1
test,68,2,8.0,8,6,2
test,68,3,2.0,0,0,0
test,68,3,4.0,3,2,1
test,68,3,8.0,8,5,3
test,68,4,2.0,1,1,0
test,68,4,4.0,4,3,1
test,68,4,8.0,8,6,2
test,68,5,2.0,1,1,0
test,68,5,4.0,3,2,1
test,68,5,8.0,8,5,3
test,68,6,2.0,1,1,0
test,68,6,4.0,3,2,1
test,68,6,8.0,8,5,3
test,68,7,2.0,1,1,0
test,68,7,4.0,3,2,1
test,68,7,8.0,8,5,3
test,69,0,2.0,2,2,0
test,69,0,4.0,4,4,0
test,69,0,8.0,9,5,4
test,69,1,2.0,2,2,0
test,69,1,4.0,4,4,0
test,69,1,8.0,9,5,4
test,69,2,2.0,2,2,0
test,69,2,4.0,4,4,0
test,69,2,8.0,9,5,4
test,69,3,2.0,2,2,0
test,69,3,4.0,4,4,0
test,69,3,8.0,9,5,4
test,69,4,2.0,2,2,0
test,69,4,4.0,4,4,0
test,69,4,8.0,9,5,4
test,69,5,2.0,2,2,0
test,69,5,4.0,4,4,0
test,69,5,8.0,9,5,4
test,69,6,2.0,2,2,0
test,69,6,4.0,4,4,0
test,69,6,8.0,9,5,4
test,69,7,2.0,2,2,0
test,69,7,4.0,4,4,0
test,69,7,8.0,9,5,4
test,70,0,2.0,1,1,0
test,70,0,4.0,3,3,0
test,70,0,8.0,7,4,3
test,70,1,2.0,1,1,0
test,70,1,4.0,3,3,0
test,70,1,8.0,7,4,3
test,70,2,2.0,1,1,0
test,70,2,4.0,3,3,0
test,70,2,8.0,7,4,3
test,70,3,2.0,1,1,0
test,70,3,4.0,4,3,1
test,70,3,8.0,7,4,3
test,70,4,2.0,2,2,0
test,70,4,4.0,4,4,0
test,70,4,8.0,7,4,3
test,70,5,2.0,2,2,0
test,70,5,4.0,4,4,0
test,70,5,8.0,7,4,3
test,70,6,2.0,1,1,0
test,70,6,4.0,4,3,1
test,70,6,8.0,7,4,3
test,70,7,2.0,2,2,0
test,70,7,4.0,4,4,0
test,70,7,8.0,7,4,3
test,71,0,2.0,1,1,0
test,71,0,4.0,3,3,0
test,71,0,8.0,8,7,1
test,71,1,2.0,1,1,0
test,71,1,4.0,3,3,0
test,71,1,8.0,8,7,1
test,71,2,2.0,1,1,0
test,71,2,4.0,3,3,0
test,71,2,8.0,8,7,1
test,71,3,2.0,1,1,0
test,71,3,4.0,3,3,0
test,71,3,8.0,8,7,1
test,71,4,2.0,1,1,0
test,71,4,4.0,3,3,0
test,71,4,8.0,8,6,2
test,71,5,2.0,1,1,0
test,71,5,4.0,4,4,0
test,71,5,8.0,8,6,2
test,71,6,2.0,1,1,0
test,71,6,4.0,4,4,0
test,71,6,8.0,8,6,2
test,71,7,2.0,1,1,0
