split,variant,seed,scene_id,primary_id,ADE,FDE
val,social,43,64,1,0.45472452044487,0.8886737823486328
val,social,43,65,17,0.17047683894634247,0.2790055274963379
val,social,43,66,33,0.5168168544769287,1.033820390701294
val,social,43,67,49,0.6225503087043762,1.1979553699493408
val,no_neighbours,43,56,1,0.35302242636680603,0.6726970672607422
val,no_neighbours,43,57,17,0.11483246088027954,0.1527540534734726
val,no_neighbours,43,58,33,0.47907865047454834,1.043294906616211
val,no_neighbours,43,59,49,0.7495551705360413,1.4662392139434814
val,no_neighbours,43,60,1,0.43311843276023865,0.900860607624054
val,no_neighbours,43,61,17,0.21693241596221924,0.31400588154792786
val,no_neighbours,43,62,33,0.5194646716117859,1.185219407081604
val,no_neighbours,43,63,49,0.407821387052536,0.8240558505058289
val,no_neighbours,43,64,1,0.5492212176322937,1.1155924797058105
val,no_neighbours,43,65,17,0.26080062985420227,0.3976368010044098
val,no_neighbours,43,66,33,0.6338489055633545,1.2577952146530151
val,no_neighbours,43,67,49,0.56110018491745,1.134708285331726
val,small_grid,43,56,1,0.47033563256263733,0.8774383664131165
val,small_grid,43,57,17,0.16099433600902557,0.24441605806350708
val,small_grid,43,58,33,0.581335186958313,1.1868568658828735
val,small_grid,43,59,49,0.8132380843162537,1.5751339197158813
val,small_grid,43,60,1,0.5315074920654297,1.0543144941329956
val,small_grid,43,61,17,0.18746815621852875,0.39914822578430176
val,small_grid,43,62,33,0.6253370642662048,1.3389620780944824
val,small_grid,43,63,49,0.6390278935432434,1.2527021169662476
val,small_grid,43,64,1,0.5128777027130127,1.0333857536315918
val,small_grid,43,65,17,0.21696466207504272,0.35652783513069153
val,small_grid,43,66,33,0.7105966210365295,1.310899019241333
val,small_grid,43,67,49,0.6697916984558105,1.3362197875976562
val,large_grid,43,56,1,0.469954252243042,0.8606638312339783
val,large_grid,43,57,17,0.08613574504852295,0.1010470986366272
val,large_grid,43,58,33,0.6333293914794922,1.2255849838256836
val,large_grid,43,59,49,0.889474630355835,1.6673635244369507
val,large_grid,43,60,1,0.5419923663139343,1.078249454498291
val,large_grid,43,61,17,0.31955406069755554,0.36795774102211
val,large_grid,43,62,33,0.5933806300163269,1.1708894968032837
val,large_grid,43,63,49,0.5035050511360168,0.9159420728683472
val,large_grid,43,64,1,0.7306649088859558,1.444919466972351
val,large_grid,43,65,17,0.23642627894878387,0.45033854246139526
val,large_grid,43,66,33,0.5913359522819519,1.122575283050537
val,large_grid,43,67,49,0.6856958270072937,1.365200400352478
val,social,44,56,1,0.5989717245101929,1.1637698411941528
val,social,44,57,17,0.20837773382663727,0.5041033625602722
val,social,44,58,33,0.4023340046405792,0.8563244938850403
val,social,44,59,49,0.8886167407035828,1.7290230989456177
val,social,44,60,1,0.5048486590385437,1.0538547039031982
val,social,44,61,17,0.1436646729707718,0.13012169301509857
val,social,44,62,33,0.46293237805366516,0.9695977568626404
val,social,44,63,49,0.6376257538795471,1.265091896057129
val,social,44,64,1,0.5303009152412415,1.1148958206176758
val,social,44,65,17,0.236886665225029,0.43439480662345886
val,social,44,66,33,0.44893670082092285,0.9155511856079102
val,social,44,67,49,0.6832830309867859,1.361837387084961
val,no_neighbours,44,56,1,0.32958635687828064,0.6720629930496216
val,no_neighbours,44,57,17,0.24780845642089844,0.4805436134338379
val,no_neighbours,44,58,33,0.35265395045280457,0.8303741216659546
val,no_neighbours,44,59,49,0.6553743481636047,1.3124593496322632
val,no_neighbours,44,60,1,0.4392765462398529,0.944817841053009
val,no_neighbours,44,61,17,0.4622882306575775,0.7640430927276611
val,no_neighbours,44,62,33,0.381244033575058,0.9301875829696655
val,no_neighbours,44,63,49,0.34192779660224915,0.711065411567688
val,no_neighbours,44,64,1,0.4798274040222168,1.0133601427078247
val,no_neighbours,44,65,17,0.2419586181640625,0.28119850158691406
val,no_neighbours,44,66,33,0.4555504322052002,0.9491268992424011
val,no_neighbours,44,67,49,0.47596266865730286,1.0075817108154297
val,small_grid,44,56,1,0.48705577850341797,0.9131485223770142
val,small_grid,44,57,17,0.16331428289413452,0.31110572814941406
val,small_grid,44,58,33,0.5276647210121155,1.10476553440094
val,small_grid,44,59,49,0.905792236328125,1.697830319404602
val,small_grid,44,60,1,0.5103434324264526,0.977473258972168
val,small_grid,44,61,17,0.12050461024045944,0.3282589018344879
val,small_grid,44,62,33,0.6167973875999451,1.316953420639038
val,small_grid,44,63,49,0.7458418011665344,1.4269168376922607
val,small_grid,44,64,1,0.6274465918540955,1.2149180173873901
val,small_grid,44,65,17,0.2680753171443939,0.4462449550628662
val,small_grid,44,66,33,0.7342014312744141,1.3831682205200195
val,small_grid,44,67,49,0.7459633946418762,1.451596975326538
val,large_grid,44,56,1,0.28851887583732605,0.5769838690757751
val,large_grid,44,57,17,0.1126350462436676,0.1918914020061493
val,large_grid,44,58,33,0.33562910556793213,0.6636109948158264
val,large_grid,44,59,49,0.7396839261054993,1.4420336484909058
val,large_grid,44,60,1,0.3882228136062622,0.8672388792037964
val,large_grid,44,61,17,0.3798786699771881,0.6330902576446533
val,large_grid,44,62,33,0.431553453207016,0.8844196200370789
val,large_grid,44,63,49,0.36573001742362976,0.6896538734436035
val,large_grid,44,64,1,0.5383548140525818,1.112213134765625
val,large_grid,44,65,17,0.10948985815048218,0.1288784295320511
val,large_grid,44,66,33,0.47305750846862793,0.9296214580535889
val,large_grid,44,67,49,0.5098474025726318,1.076888084411621
test,constant_velocity,-1,68,1,0.12880359590053558,0.24008490145206451
test,constant_velocity,-1,69,17,0.22331611812114716,0.3891167640686035
test,constant_velocity,-1,70,33,0.13260270655155182,0.1804066300392151
test,constant_velocity,-1,71,49,0.057390641421079636,0.10878870636224747
test,constant_velocity,-1,72,1,0.05551746487617493,0.12856468558311462
test,constant_velocity,-1,73,17,0.14253953099250793,0.2870314419269562
test,constant_velocity,-1,74,33,0.05925402045249939,0.06726013869047165
test,constant_velocity,-1,75,49,0.08454713225364685,0.1522371917963028
test,constant_velocity,-1,76,1,0.143809512257576,0.2850205898284912
test,constant_velocity,-1,77,17,0.10549714416265488,0.17449051141738892
test,constant_velocity,-1,78,33,0.14355075359344482,0.2696110010147095
test,constant_velocity,-1,79,49,0.2247093915939331,0.5238626599311829
test,social,42,68,1,0.6581127047538757,1.3026834726333618
test,social,42,69,17,0.6491230726242065,1.2703386545181274
test,social,42,70,33,0.5313264727592468,0.8944972157478333
test,social,42,71,49,0.7062118649482727,1.3765159845352173
test,social,42,72,1,0.73043292760849,1.4718133211135864
test,social,42,73,17,0.5706817507743835,1.132006287574768
test,social,42,74,33,0.3652438819408417,0.7688063979148865
test,social,42,75,49,0.7563312649726868,1.4634084701538086
test,social,42,76,1,0.7051841616630554,1.3778105974197388
test,social,42,77,17,0.5620331764221191,1.1281824111938477
test,social,42,78,33,0.629849910736084,1.305012822151184
test,social,42,79,49,0.6351501941680908,1.0903562307357788
test,no_neighbours,42,68,1,0.5564555525779724,1.090507984161377
test,no_neighbours,42,69,17,0.6373679041862488,1.2075812816619873
test,no_neighbours,42,70,33,0.5396909117698669,0.9541295766830444
test,no_neighbours,42,71,49,0.5737449526786804,1.1578694581985474
test,no_neighbours,42,72,1,0.5299487113952637,1.0555260181427002
test,no_neighbours,42,73,17,0.5171038508415222,0.9974391460418701
test,no_neighbours,42,74,33,0.4028247892856598,0.8615198135375977
test,no_neighbours,42,75,49,0.7279210686683655,1.4454419612884521
test,no_neighbours,42,76,1,0.5716870427131653,1.1217613220214844
test,no_neighbours,42,77,17,0.5222963690757751,1.0444293022155762
test,no_neighbours,42,78,33,0.5946158766746521,1.1706113815307617
test,no_neighbours,42,79,49,0.6611521244049072,1.1721395254135132
test,small_grid,42,68,1,0.6991490721702576,1.2969095706939697
test,small_grid,42,69,17,0.7860934734344482,1.5025928020477295
test,small_grid,42,70,33,0.6585291624069214,1.1521683931350708
test,small_grid,42,71,49,0.7189746499061584,1.3869549036026
test,small_grid,42,72,1,0.7350873351097107,1.4189420938491821
test,small_grid,42,73,17,0.6680005192756653,1.2853710651397705
test,small_grid,42,74,33,0.49269571900367737,0.974529504776001
test,small_grid,42,75,49,0.8263179659843445,1.5648765563964844
test,small_grid,42,76,1,0.7252764105796814,1.3923275470733643
test,small_grid,42,77,17,0.6691064834594727,1.3090018033981323
test,small_grid,42,78,33,0.7609334588050842,1.459248423576355
test,small_grid,42,79,49,0.7818491458892822,1.3436418771743774
test,large_grid,42,68,1,0.6896083354949951,1.2931816577911377
test,large_grid,42,69,17,0.7033717632293701,1.2806700468063354
test,large_grid,42,70,33,0.7767195701599121,1.384220004081726
test,large_grid,42,71,49,0.7448096871376038,1.436950445175171
test,large_grid,42,72,1,0.743854284286499,1.4331791400909424
test,large_grid,42,73,17,0.7063053250312805,1.3330589532852173
test,large_grid,42,74,33,0.6069356799125671,1.2297179698944092
test,large_grid,42,75,49,0.8852291107177734,1.6958134174346924
test,large_grid,42,76,1,0.8132500052452087,1.5478906631469727
test,large_grid,42,77,17,0.6697020530700684,1.260546088218689
test,large_grid,42,78,33,0.761185348033905,1.4630038738250732
test,large_grid,42,79,49,0.7718832492828369,1.2979034185409546
test,social,43,68,1,0.5139548182487488,0.9812976121902466
test,social,43,69,17,0.5936287045478821,1.1132991313934326
test,social,43,70,33,0.43778589367866516,0.7522698044776917
test,social,43,71,49,0.6692253947257996,1.251671552658081
test,social,43,72,1,0.5725798010826111,1.0909348726272583
test,social,43,73,17,0.5008265376091003,1.005997896194458
test,social,43,74,33,0.30127832293510437,0.656802773475647
test,social,43,75,49,0.7276003360748291,1.3817733526229858
test,social,43,76,1,0.5801121592521667,1.125551700592041
test,social,43,77,17,0.5332651734352112,1.081151008605957
test,social,43,78,33,0.5489339232444763,1.1146855354309082
test,social,43,79,49,0.6378034949302673,1.0508794784545898
test,no_neighbours,43,68,1,0.528739869594574,1.076758861541748
test,no_neighbours,43,69,17,0.5674653053283691,1.1017301082611084
test,no_neighbours,43,70,33,0.6943356990814209,1.3802063465118408
