seed,variant,epoch,ADE,FDE
43,small_grid,7,0.6579055786132812,1.255541443824768
43,small_grid,8,0.521682858467102,1.0074948072433472
43,small_grid,9,0.6061985492706299,1.1575311422348022
43,small_grid,10,0.5099561810493469,0.9971671104431152
43,large_grid,1,0.8169400691986084,1.5115547180175781
43,large_grid,2,0.7472540736198425,1.3734889030456543
43,large_grid,3,0.5694911479949951,1.0516233444213867
43,large_grid,4,0.6064969301223755,1.13363778591156
43,large_grid,5,0.6131225824356079,1.1326340436935425
43,large_grid,6,0.5800948739051819,1.0727618932724
43,large_grid,7,0.5708935260772705,1.0559163093566895
43,large_grid,8,0.5234540700912476,0.9808942675590515
43,large_grid,9,0.5990201234817505,1.146196961402893
43,large_grid,10,0.6018849611282349,1.1439954042434692
44,social,1,0.6633968949317932,1.2601317167282104
44,social,2,0.605326771736145,1.1253926753997803
44,social,3,0.6674401760101318,1.2858431339263916
44,social,4,0.6231581568717957,1.1897156238555908
44,social,5,0.5466468334197998,1.0173550844192505
44,social,6,0.5887279510498047,1.1511210203170776
44,social,7,0.6034069061279297,1.1359996795654297
44,social,8,0.5718065500259399,1.054857611656189
44,social,9,0.4788982570171356,0.9582138061523438
44,social,10,0.5067332983016968,0.9892601370811462
44,no_neighbours,1,0.6679254174232483,1.2766140699386597
44,no_neighbours,2,0.5849523544311523,1.0950781106948853
44,no_neighbours,3,0.6277004480361938,1.2249630689620972
44,no_neighbours,4,0.6133981347084045,1.1392337083816528
44,no_neighbours,5,0.5204324722290039,0.9716106057167053
44,no_neighbours,6,0.43266168236732483,0.8383083939552307
44,no_neighbours,7,0.5581607818603516,1.1311371326446533
44,no_neighbours,8,0.4862777888774872,0.9762101173400879
44,no_neighbours,9,0.4458300769329071,0.9059274792671204
44,no_neighbours,10,0.4052882492542267,0.8247351050376892
44,small_grid,1,0.6680924892425537,1.27725088596344
44,small_grid,2,0.5996009111404419,1.1216044425964355
44,small_grid,3,0.6724063158035278,1.2969812154769897
44,small_grid,4,0.6335052847862244,1.1806259155273438
44,small_grid,5,0.5739767551422119,1.0691626071929932
44,small_grid,6,0.5577273964881897,1.077536940574646
44,small_grid,7,0.5377500653266907,1.0476983785629272
44,small_grid,8,0.6091864705085754,1.1770998239517212
44,small_grid,9,0.5852023363113403,1.1282532215118408
44,small_grid,10,0.5877010226249695,1.179349422454834
44,large_grid,1,0.6528640985488892,1.2266108989715576
44,large_grid,2,0.601062536239624,1.1139801740646362
44,large_grid,3,0.642277717590332,1.2307443618774414
44,large_grid,4,0.5547254085540771,1.0203821659088135
44,large_grid,5,0.5696262717247009,1.0581727027893066
44,large_grid,6,0.5752677917480469,1.1189388036727905
44,large_grid,7,0.6586829423904419,1.277204155921936
44,large_grid,8,0.4809851050376892,0.8714556097984314
44,large_grid,9,0.3893834352493286,0.7663769721984863
44,large_grid,10,0.6129964590072632,1.1731897592544556
